SMILES,IC50_nM,pIC50
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5conc5C)c6ccc(F)cc6,4900,5.31
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6,6100,5.215
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cccnc5)c6ccc(F)cc6,7900,5.102
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,6.1,8.215
CCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,151,6.821
CCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,53,7.276
CCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,3.6,8.444
CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,14,7.854
CCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,11,7.959
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,4.8,8.319
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,100000,4
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCO)cc2)\c3ccccc3,210,6.678
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3,3.4,8.469
Oc1ccc(cc1)C2=C([C@H]3O[C@@H]2C[C@@H]3S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,14,7.854
COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,10800,4.967
OC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,50,7.301
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,1210,5.917
Cc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,1080,5.967
COc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,115600,3.937
Cc1ccccc1OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5,460,6.337
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4O)c5ccc(O)cc5,140,6.854
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,1700,5.77
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(cc4)C(F)(F)F)c5ccc(O)cc5,790,6.102
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4C(F)(F)F)c5ccc(O)cc5,640,6.194
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4cccc5ccccc45)c6ccc(O)cc6,130,6.886
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,920,6.036
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,160,6.796
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,749,6.126
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C/C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,110,6.959
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C\C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,390,6.409
CC[C@H](C)[C@H](NC(=O)C(CC)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,670,6.174
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N,620,6.208
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,13,7.886
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,35,7.456
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4c(F)cc(\C=C\C(=O)O)cc4F,0.138,9.86
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4ccc(\C=C\C(=O)O)cc4,0.8511,9.07
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4c(F)cc(\C=C\C(=O)O)cc4F,0.4169,9.38
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,2.089,8.68
C[C@@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,45.71,7.34
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,46.77,7.33
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(\C=C\C(=O)O)cc4,1318.26,5.88
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(Cl)cc4)C(=O)O,30.2,7.52
C[C@@H]1Cc2c([nH]c3ccc(O)cc23)[C@H](N1CCO)c4ccc(Cl)cc4,43.65,7.36
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(=O)O)c4ccc(Cl)cc4,776.25,6.11
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(Cl)cc4,85.11,7.07
OC(=O)CCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,3715.35,5.43
OCCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,1174.9,5.93
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(OS(=O)(=O)N)cc3C2)Cc4ccccn4,3100,5.509
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(O)cc3C2)Cc4ccccn4,24600,4.609
Oc1cc(Cc2ccccc2)c3CC(C(=O)Oc3c1)c4ccc(Cl)cc4,120,6.921
CCCCCC(O)[C@@H]1C2CC3=C(COC(=C3)\C=C\C)C(=O)[C@]2(C)OC1=O,16000,4.796
CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,340,6.469
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,70,7.155
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)NO)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,510,6.292
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)Nc4ccccc4N)Cc5cc(O)ccc35)[C@@H]1CC[C@@H]2O,210,6.678
CCCCN(O)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,2550,5.593
CCCCN(O)C(=O)c1cccc(NC(=O)CCCCCS[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)c1,50,7.301
CN(C)CCOc1ccc(cc1)\C(=C(/C)\c2ccccc2)\c3ccc(O)cc3,1.3,8.886
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCC3)cc2)\c4ccccc4,0.8,9.097
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCCC3)cc2)\c4ccccc4,0.4,9.398
CN(C)CCOc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OC(=O)C)cc3,22,7.658
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,34.5,7.462
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,31.9,7.496
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,7.7,8.114
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,27.1,7.567
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,48.4,7.315
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,12.4,7.907
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,33.3,7.478
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,81,7.092
CC(C)CN1CCc2cc(O)ccc2[C@]1(C)c3ccc(\C=C\C(=O)O)cc3,590,6.229
CC(C)(F)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,6.5,8.187
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,1.6,8.796
C[C@H](CF)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,1.3,8.886
COC[C@H](C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,9.9,8.004
CC(C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,1.6,8.796
C[C@@H]1Cc2cc(O)ccc2[C@H](N1c3ccc(OC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,6.1,8.215
C[C@@H]1Cc2cc(O)ccc2[C@H](N1CC(C)(C)F)c3c(F)cc(\C=C\C(=O)O)cc3F,0.25,9.602
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,0.37,9.432
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0.4,9.398
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,1.2,8.921
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,5.8,8.237
COc1ccc2[C@H](N(CC(C)C)[C@H](C)Cc2c1)c3ccc(\C=C\C(=O)O)cc3,160,6.796
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,82,7.086
CC(C)CN1CCc2cc(O)c(C)cc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,43,7.367
CC(C)CN1CCc2c(C)c(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,170,6.77
CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,7,8.155
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,5.5,8.26
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,1.3,8.886
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,11,7.959
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3,42,7.377
CC(C)CN1CCc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,4.4,8.357
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4,35,7.456
OC(=O)\C=C\c1ccc(cc1)C2N(Cc3ccccc3)CCc4cc(O)ccc24,90,7.046
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccccc4,71,7.149
CC(C)CN1[C@@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,960,6.018
CCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,61,7.215
CCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,49,7.31
CCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,40,7.398
CCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,5.9,8.229
CCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,28,7.553
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,11,7.959
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,1.8,8.745
CCc1ccc2c(c1)C(Cc3cc(O)cc(C)c23)c4ccc(OCCN5CCOCC5)cc4,9,8.046
CNCCCCCCCCCCCCn1c(c(C)c2cc(O)ccc12)c3ccc(O)cc3,380,6.42
Cc1c(c2ccc(O)cc2)n(CCCCn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)c6ccc(O)cc16,436,6.361
COc1ccc(\C=C(\C(=O)N(C)CCCCCCCCCCCCn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)/c5cc(OC)c(OC)c(OC)c5)cc1O,574,6.241
CN1CCN(CCOc2ccc(cc2)N3C(=O)c4cc(O)ccc4C5=C3c6ccc(O)cc6C5=O)CC1,10600,4.975
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCOCC5)cc4)c6ccc(O)cc6C3=O,19800,4.703
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6C3=O,3400,5.469
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(O)cc6C3=O,7200,5.143
CCN(CC)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,6700,5.174
CN(C)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,7600,5.119
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCN(C)CC5)cc4)c6ccc(OC)cc6C3=O,35200,4.453
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCCC5)cc4)c6ccc(OC)cc6C3=O,38300,4.417
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O,40300,4.395
CCN(CC)CCCOc1ccc(cc1)N2C(=O)c3cc(OC)ccc3C4=C2c5ccc(OC)cc5C4=O,39800,4.4
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN(C)C)cc4)c5ccc(OC)cc5C3=O,39400,4.405
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCN(C)CC5)cc4)c6ccc(OC)cc6C3=O,23300,4.633
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(OC)cc6C3=O,24900,4.604
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O,17700,4.752
CCN(CC)CCOc1ccc(cc1)N2C(=O)c3cc(OC)ccc3C4=C2c5ccc(OC)cc5C4=O,18700,4.728
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN(C)C)cc4)c5ccc(OC)cc5C3=O,24400,4.613
CCN(CC)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,875,6.058
CN(C)CCCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,990,6.004
CNCCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,3340,5.476
CN(C)CCOc1ccc(cc1)\C(=C(\CCCF)/c2ccccc2)\c3ccc(O)cc3,20,7.699
CN(C)CCOc1ccc(cc1)\C(=C(\CCC(F)F)/c2ccccc2)\c3ccc(O)cc3,1700,5.77
N#C\C(=C(/c1ccccc1)\c2ccc(OCCN3CCOCC3)cc2)\c4ccccc4,224,6.65
N#C\C(=C(\c1ccccc1)/c2ccc(OCCN3CCOCC3)cc2)\c4ccccc4,97,7.013
CN(C)CCOc1ccc(cc1)C(=C(C#N)c2ccccc2)c3ccccc3,86,7.066
N#CC(=C(c1ccc(OCCN2CCOCC2)cc1)c3ccc(OCCN4CCOCC4)cc3)c5ccccc5,553,6.257
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccc(O)cc3,220,6.658
Cc1c(c2ccc3OCOc3c2)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc16,70,7.155
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OC5C=CC=C5)cc4,80,7.097
Cc1c(c2ccccc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccccc15,450,6.347
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccccc15,120,6.921
Cc1c(c2ccccc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,30,7.523
COc1ccc2c(c1)c(C)c(c3ccc(O)cc3)n2Cc4ccc(OCCN5CCCCC5)cc4,350,6.456
COc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,300,6.523
COc1ccc(cc1)c2c(C)c3cc(OC)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,600,6.222
COc1ccc(cc1)c2c(C)c3cc(OC)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,520,6.284
CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,62,7.208
CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,90,7.046
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc15,200,6.699
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCCC4)cc3)c5ccc(O)cc15,30,7.523
CN(C)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,60,7.222
CCN(CC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,40,7.398
CCCN(CCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,80,7.097
CCCCN(CCCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,200,6.699
CC(C)N(CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)C(C)C,100,7
CCCCN(C)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,28,7.553
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCC[N+](C)(C)C)cc3)c4ccc(O)cc14,100,7
CC1CCCCN1CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2,20,7.699
CC1CCCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,170,6.77
CC1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)CC1,37,7.432
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCC(C)(C)C4)cc3)c5ccc(O)cc15,150,6.824
C[C@@H]1CCC[C@H](C)N1CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2,70,7.155
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCC(O)CC4)cc3)c5ccc(O)cc15,47,7.328
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5CCC4C5)cc3)c6ccc(O)cc16,1,9
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5(C)CC4C(C)(C)C5)cc3)c6ccc(O)cc16,150,6.824
Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,40,7.398
Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,100,7
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,100,7
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,80,7.097
Cc1c(c2ccc(cc2)C(F)(F)F)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,170,6.77
Cc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,110,6.959
Cc1c(c2ccc(Cl)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,110,6.959
Cc1c(c2cccc(O)c2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,19,7.721
Cc1c(c2cccc(O)c2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,9,8.046
Cc1c(c2ccc(O)c(F)c2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,5.5,8.26
Cc1c(c2ccc(O)c(F)c2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,13,7.886
COc1cccc(c1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,120,6.921
Cc1c(c2ccc(OC(F)(F)F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,50,7.301
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCC5)cc4,4,8.398
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,24,7.62
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,29,7.538
Cc1cc(O)ccc1c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,13,7.886
CCc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,150,6.824
Oc1ccc(cc1)c2c(C#N)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,11,7.959
Oc1ccc(cc1)c2c(C#N)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,23,7.638
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCCN4CCCCC4)cc3)c5ccc(O)cc15,99,7.004
COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCC5,80,7.097
COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCCC5,57,7.244
COCCCCCC[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)C3CC[C@@H]2c4ccc(O)cc14,70,7.155
COC[C@@H]1CC2C(CC[C@]3(C)[C@@H](O)CCC23)c4ccc(O)cc14,495,6.305
COC[C@@H]1C[C@H]2[C@@H]3CCC(O)C3CC[C@@H]2c4ccc(O)cc14,2250,5.648
Cc1ccccc1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,16.7,7.777
Cc1cc(F)ccc1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,8.8,8.056
Cc1ccc(C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4)c(C)c1,4.5,8.347
Cc1cccc(C)c1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,4.2,8.377
Cc1cc(F)cc(C)c1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,3.1,8.509
Cc1cc(Cl)cc(C)c1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,2.4,8.62
CC(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,466,6.332
CC(C)c1ccccc1N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,10000,5
CC1(N(CCc2cc(O)ccc12)c3cccc(F)c3)c4ccc(\C=C\C(=O)O)cc4,505,6.297
